"id";"fecha";"importe";"tipoPago";"concepto";"polizas.id";"companias.id";"nroRecibo";"fechaVencimiento"
1590;3/10/2008 00:00:00;220,00;"P";"CUOTA 1";726;;1;
1591;3/11/2008 00:00:00;224,11;"P";"CUOTA 2";726;;2;
1592;3/11/2008 00:00:00;96,00;"P";"ANT. CUOTA 3";726;;3;
1593;3/11/2008 00:00:00;88,00;"P";"CUOTA 2";689;;2;
1594;30/10/2008 00:00:00;229,80;"P";"CUOTA 5";422;;5;
1595;30/10/2008 00:00:00;149,55;"P";"CUOTA 6";458;;6;
1596;18/10/2008 00:00:00;60,00;"P";"cuota 1";710;;1;
1597;14/10/2008 00:00:00;38,50;"P";"CUOTA 1";704;;1;
1598;26/10/2008 00:00:00;69,34;"P";"CUOTA 1";708;;1;
1599;23/10/2008 00:00:00;2342,07;"C";"lote 227072";;7;;
1600;10/10/2008 00:00:00;903,00;"C";"LIQ. 77173";;6;;
1601;27/10/2008 00:00:00;282,00;"C";"LIQ. 77747";;6;;
1602;22/10/2008 00:00:00;155,84;"P";"CUOTA 6";431;;6;
1603;9/10/2008 00:00:00;188,00;"P";"CUOTA 11";467;;11;
1604;10/11/2008 00:00:00;199,16;"P";"CUOTA 1";758;;1;
1605;10/11/2008 00:00:00;327,01;"P";"CUOTA 1";753;;1;
1607;12/11/2008 00:00:00;105,00;"P";"CUOTA 6";460;;6;
1608;12/11/2008 00:00:00;105,00;"P";"CUOTA 6";461;;6;
1609;20/8/2008 00:00:00;203,00;"P";"CUOTA 1";625;;1;
1610;12/9/2008 00:00:00;203,50;"P";"CUOTA 2";625;;2;
1611;14/10/2008 00:00:00;203,50;"P";"CUOTA 3";625;;3;
1612;12/11/2008 00:00:00;203,50;"P";"CUOTA 4";625;;4;
1613;12/11/2008 00:00:00;229,89;"P";"CUOTA 4";597;;4;
1614;12/11/2008 00:00:00;191,71;"P";"CUOTA 3";627;;3;
1615;10/10/2008 00:00:00;48,27;"P";"CUOTA 9";699;;9;
1616;12/11/2008 00:00:00;48,27;"P";"CUOTA 10";699;;10;
1617;21/11/2008 00:00:00;164,50;"P";"CUOTA 4";623;;4;
1618;10/11/2008 00:00:00;235,00;"C";"LIQ. 78279";;6;;
1620;15/10/2008 00:00:00;8403,83;"C";"LIQ. 73190";;2;;
1621;30/10/2008 00:00:00;6327,02;"C";"LIQ. 74014";;2;;
1622;14/11/2008 00:00:00;8482,19;"C";"LIQ. 75050";;2;;
1623;15/10/2008 00:00:00;1450,00;"C";"LIQ. 10009";;8;;
1624;30/10/2008 00:00:00;2189,37;"C";"LIQ. 10090";;8;;
1625;12/11/2008 00:00:00;2115,31;"C";"LIQ. 10167";;8;;
1627;29/9/2008 00:00:00;49,41;"P";"CUOTA 11";279;;11;
1628;29/10/2008 00:00:00;49,41;"P";"CUOTA 12";279;;12;
1629;25/11/2008 00:00:00;228,00;"P";"CUOTA 2";720;;2;
1630;25/11/2008 00:00:00;229,80;"P";"CUOTA 6";422;;6;
1631;25/11/2008 00:00:00;127,75;"P";"CUOTA 5";586;;5;
1632;25/11/2008 00:00:00;90,00;"P";"CUOTA 5";584;;5;
1633;11/9/2008 00:00:00;1280,06;"C";"LIQ. 71838";;10;;
1634;15/10/2008 00:00:00;343,07;"C";"LIQ. 72625";;10;;
1635;10/11/2008 00:00:00;659,84;"C";"LIQ. 73336";;10;;
1636;14/11/2008 00:00:00;0,01;"C";"LIQ. 73526";;10;;
1637;26/11/2008 00:00:00;90,54;"C";"LIQ. 73747";;10;;
1638;27/10/2008 00:00:00;161,00;"P";"CUOTA 8";233;;8;
1639;21/11/2008 00:00:00;161,00;"P";"CUOTA 9";233;;9;
1640;4/12/2008 00:00:00;89,45;"P";"CUOTA 5";566;;5;
1641;3/12/2008 00:00:00;126,06;"P";"CUOTA 3";726;;3;
1642;28/11/2008 00:00:00;139,00;"P";"CUOTA 10";44;;10;
1643;28/11/2008 00:00:00;89,45;"P";"CUOTA 5";497;;5;
1644;25/11/2008 00:00:00;202,66;"P";"CUOTA 1";779;;1;
1645;1/12/2008 00:00:00;101,50;"P";"CUOTA 2";716;;2;
1646;1/12/2008 00:00:00;88,00;"P";"CUOTA 3";689;;3;
1647;5/12/2008 00:00:00;121,60;"P";"CUOTA 3";683;;3;
1648;28/8/2008 00:00:00;305,70;"P";"CUOTA 2";493;;2;
1649;29/9/2008 00:00:00;305,70;"P";"CUOTA 3";493;;3;
1650;24/10/2008 00:00:00;305,70;"P";"CUOTA 4";493;;4;
1651;29/11/2008 00:00:00;305,70;"P";"CUOTA 5";493;;5;
1652;5/12/2008 00:00:00;187,00;"P";"CUOTA 5";583;;5;
1653;11/11/2008 00:00:00;153,00;"P";"CUOTA 5";556;;5;
1654;5/12/2008 00:00:00;153,00;"P";"CUOTA 6";556;;6;
1655;5/12/2008 00:00:00;88,00;"P";"CUOTA 4";661;;4;
1656;24/10/2008 00:00:00;94,23;"P";"CUOTA 1";723;;1;
1657;29/11/2008 00:00:00;93,00;"P";"CUOTA 2";723;;2;
1658;10/11/2008 00:00:00;150,37;"P";"CUOTA 3";734;;3;
1659;9/12/2008 00:00:00;150,37;"P";"CUOTA 4";734;;4;
5146;15/3/2010 00:00:00;207,00;"P";"cuota 1";1606;;1;
1662;10/11/2008 00:00:00;139,89;"P";"CUOTA 2";684;;2;
1663;9/12/2008 00:00:00;139,89;"P";"CUOTA 3";684;;3;
1664;10/12/2008 00:00:00;90,00;"P";"CUOTA 4";620;;4;
1665;11/11/2008 00:00:00;79,00;"P";"CUOTA 9";181;;9;
1666;12/12/2008 00:00:00;79,00;"P";"CUOTA 10";181;;10;
1667;11/9/2008 00:00:00;134,00;"P";"CUOTA 3";495;;3;
1668;9/10/2008 00:00:00;134,00;"P";"CUOTA 4";495;;4;
1669;13/11/2008 00:00:00;134,00;"P";"CUOTA 5";495;;5;
1670;12/12/2008 00:00:00;134,00;"P";"CUOTA 6";495;;6;
1671;15/10/2008 00:00:00;170,00;"P";"CUOTA 1";725;;1;
1672;14/11/2008 00:00:00;171,45;"P";"CUOTA 2";725;;2;
1673;12/12/2008 00:00:00;170,00;"P";"CUOTA 3";725;;3;
1674;12/11/2008 00:00:00;196,42;"P";"CUOTA 1";757;;1;
1675;5/12/2008 00:00:00;100,00;"P";"CUOTA 2";757;;2;
1676;12/12/2008 00:00:00;97,00;"P";"CUOTA 2";757;;2;
1677;12/12/2008 00:00:00;148,70;"P";"CUOTA 2";717;;2;
1678;10/12/2008 00:00:00;202,00;"P";"CUOTA 4";706;;4;
1679;12/11/2008 00:00:00;188,00;"P";"CUOTA 4";560;;4;
1680;10/12/2008 00:00:00;188,00;"P";"CUOTA 5";560;;5;
1681;10/11/2008 00:00:00;186,00;"P";"CUOTA 5";499;;5;
1682;9/12/2008 00:00:00;186,00;"P";"CUOTA 6";499;;6;
1683;28/8/2008 00:00:00;156,00;"P";"CUOTA 9";278;;9;
1684;29/9/2008 00:00:00;156,00;"P";"CUOTA 10";278;;10;
1685;29/10/2008 00:00:00;156,00;"P";"CUOTA 11";278;;11;
1686;30/9/2008 00:00:00;95,45;"P";"CUOTA 11";731;;11;
1687;4/9/2008 00:00:00;70,82;"P";"CUOTA 10";129;;10;
1688;19/11/2008 00:00:00;94,99;"P";"CUOTA 6";450;;6;
1690;1/12/2008 00:00:00;6563,87;"C";"LIQ. 75868";;2;;
1691;10/12/2008 00:00:00;101,50;"C";"LIQ. 76502";;2;;
1692;15/12/2008 00:00:00;8888,75;"C";"LIQ. 76701";;2;;
1693;1/12/2008 00:00:00;2242,15;"C";"LIQ. 10265";;8;;
1694;25/11/2008 00:00:00;79,00;"C";"LIQ. 78747";;6;;
1695;10/12/2008 00:00:00;903,00;"C";"LIQ. 79413";;6;;
1810;8/1/2009 00:00:00;434,00;"P";"CUOTA 2";750;;2;
1811;28/11/2008 00:00:00;137,47;"P";"CUOTA 3";697;;3;
1696;11/11/2008 00:00:00;785,28;"C";"LOTE 228840";;7;;
1697;24/11/2008 00:00:00;1201,12;"C";"LOTE 230281";;7;;
1698;25/11/2008 00:00:00;210,66;"C";"LOTE 230282";;7;;
1700;24/11/2008 00:00:00;210,66;"P";"CUOTA 19";801;;19;
1701;18/11/2008 00:00:00;89,00;"P";"CUOTA 5";489;;5;
1702;17/12/2008 00:00:00;89,00;"P";"CUOTA 6";489;;6;
1703;11/11/2008 00:00:00;123,00;"P";"CUOTA 2";692;;2;
1704;16/12/2008 00:00:00;123,00;"P";"CUOTA 3";692;;3;
1705;11/11/2008 00:00:00;126,00;"P";"CUOTA 6";452;;6;
1706;16/12/2008 00:00:00;126,00;"P";"CUOTA 7";452;;7;
1707;16/12/2008 00:00:00;89,45;"P";"CUOTA 6";497;;6;
1708;15/12/2008 00:00:00;90,00;"P";"CUOTA 5";558;;5;
1709;15/12/2008 00:00:00;90,00;"P";"CUOTA 6";558;;6;
1710;14/11/2008 00:00:00;103,00;"P";"CUOTA 1";749;;1;
1711;15/12/2008 00:00:00;102,00;"P";"CUOTA 2";749;;2;
1712;15/12/2008 00:00:00;434,57;"P";"CUOTA 1";750;;1;
1713;10/11/2008 00:00:00;88,00;"P";"CUOTA 3";688;;3;
1714;12/12/2008 00:00:00;88,00;"P";"CUOTA 4";688;;4;
1715;21/11/2008 00:00:00;105,00;"P";"CUOTA 1";780;;1;
1716;23/12/2008 00:00:00;127,75;"P";"CUOTA 6";586;;6;
1717;19/11/2008 00:00:00;80,00;"P";"CUOTA 10";109;;10;
1718;23/12/2008 00:00:00;80,00;"P";"CUOTA 11";109;;11;
1719;22/12/2008 00:00:00;101,50;"P";"CUOTA 3";716;;3;
1720;14/11/2008 00:00:00;154,25;"P";"CUOTA 1";756;;1;
1721;22/12/2008 00:00:00;154,00;"P";"CUOTA 2";756;;2;
1722;22/12/2008 00:00:00;117,18;"P";"CUOTA 2º";780;;2;
1723;14/11/2008 00:00:00;81,00;"P";"CUOTA 8";81;;8;
1724;22/12/2008 00:00:00;81,00;"P";"CUOTA 9";81;;9;
1725;22/12/2008 00:00:00;81,00;"P";"CUOTA 10";81;;10;
1726;17/11/2008 00:00:00;205,85;"P";"CUOTA 5";494;;5;
1727;22/12/2008 00:00:00;205,85;"P";"CUOTA 6";494;;6;
1728;22/12/2008 00:00:00;139,00;"P";"CUOTA 11";44;;11;
1729;24/11/2008 00:00:00;80,00;"P";"CUOTA 10";28;;10;
1730;22/12/2008 00:00:00;80,00;"P";"CUOTA 11";28;;11;
1731;15/11/2008 00:00:00;127,84;"P";"CUOTA 4";599;;4;
1732;19/12/2008 00:00:00;127,84;"P";"CUOTA 5";599;;5;
1733;19/12/2008 00:00:00;164,50;"P";"CUOTA 5";623;;5;
1734;12/11/2008 00:00:00;118,50;"P";"CUOTA 6";421;;6;
1735;23/10/2008 00:00:00;147,50;"P";"CUOTA 1";740;;1;
1736;18/11/2008 00:00:00;138,46;"P";"CUOTA 2";740;;2;
1737;18/12/2008 00:00:00;142,80;"P";"CUOTA 3";740;;3;
1738;18/12/2008 00:00:00;137,35;"P";"CUOTA 1";811;;1;
1739;10/10/2008 00:00:00;170,00;"P";"CUOTA 5";613;;5;
1740;17/11/2008 00:00:00;167,39;"P";"CUOTA 6";613;;6;
1741;13/11/2008 00:00:00;234,00;"P";"CUOTA 1";812;;1;
1742;12/12/2008 00:00:00;234,00;"P";"CUOTA 2";812;;2;
1743;28/11/2008 00:00:00;150,00;"P";"CUOTA 1";813;;1;
1744;4/12/2008 00:00:00;90,00;"P";"CUOTA 1";814;;1;
1745;12/12/2008 00:00:00;105,00;"P";"CUOTA 1";816;;1;
1746;12/12/2008 00:00:00;105,00;"P";"CUOTA 1";815;;1;
1747;14/10/2008 00:00:00;193,00;"P";"CUOTA 10";53;;10;
1748;14/11/2008 00:00:00;193,00;"P";"CUOTA 11";53;;11;
1784;14/11/2008 00:00:00;109,00;"P";"CUOTA 11";80;;11;
1749;14/11/2008 00:00:00;-19,00;"P";"CUOTA 11";54;;11;
1750;6/1/2009 00:00:00;121,60;"P";"CUOTA 4";683;;4;
1751;17/11/2008 00:00:00;196,89;"P";"CUOTA 1";738;;1;
1752;9/12/2008 00:00:00;196,88;"P";"CUOTA 2";738;;2;
1753;5/1/2009 00:00:00;196,88;"P";"CUOTA 3";738;;3;
1754;2/1/2009 00:00:00;222,06;"P";"CUOTA 4";726;;4;
1755;2/1/2009 00:00:00;154,00;"P";"CUOTA 3";756;;3;
1756;2/1/2009 00:00:00;187,00;"P";"CUOTA 6";583;;6;
1757;2/1/2009 00:00:00;90,00;"P";"CUOTA 6";584;;6;
1758;30/12/2009 00:00:00;88,00;"P";"CUOTA 4";689;;4;
1759;25/11/2008 00:00:00;91,58;"P";"CUOTA 3";668;;3;
1760;29/12/2008 00:00:00;91,58;"P";"CUOTA 4";668;;4;
1761;29/12/2008 00:00:00;188,00;"P";"CUOTA 6";560;;6;
1762;26/12/2008 00:00:00;87,10;"P";"CUOTA 2";814;;2;
1763;26/12/2008 00:00:00;208,00;"P";"CUOTA 2";779;;2;
1764;25/11/2008 00:00:00;164,80;"P";"CUOTA 5";564;;5;
1765;26/12/2008 00:00:00;164,80;"P";"CUOTA 6";564;;6;
1766;28/11/2008 00:00:00;167,47;"P";"CUOTA 1";783;;1;
1767;10/12/2008 00:00:00;402,50;"P";"CUOTA 1";792;;1;
1768;6/1/2009 00:00:00;402,50;"P";"CUOTA 2";792;;2;
1769;5/11/2008 00:00:00;245,70;"P";"CUOTA 6";424;;6;
1770;10/12/2008 00:00:00;265,32;"P";"CUOTA 1";817;;1;
1771;6/1/2009 00:00:00;265,34;"P";"CUOTA 2";817;;2;
1772;5/12/2008 00:00:00;76,00;"P";"CUOTA 1";818;;1;
1773;6/1/2009 00:00:00;76,00;"P";"CUOTA 2";818;;2;
1776;6/1/2009 00:00:00;90,00;"P";"CUOTA 5";620;;5;
1777;15/12/2008 00:00:00;2114,02;"C";"LIQ. 10331";;8;;
1778;29/12/2008 00:00:00;2156,22;"C";"LIQ. 10406";;8;;
1779;30/12/2008 00:00:00;7123,85;"C";"LIQ. 77531";;2;;
1780;26/12/2008 00:00:00;313,00;"C";"LIQ. 79974";;6;;
1781;10/12/2008 00:00:00;786,00;"C";"LOTE 231830";;7;;
1782;23/12/2008 00:00:00;740,00;"C";"LOTE 233255";;7;;
1783;29/12/2008 00:00:00;76,00;"C";"LOTE 233643";;7;;
1785;13/6/2008 00:00:00;1618,66;"P";"PAGO TOTAL";454;;6;
1786;16/11/2008 00:00:00;138,00;"P";"CUOTA 5";596;;5;
1787;20/11/2008 00:00:00;193,00;"P";"CUOTA 6";459;;6;
1788;21/11/2008 00:00:00;178,60;"P";"CUOTA 6";516;;6;
1789;27/9/2008 00:00:00;200,27;"P";"CUOTA 2 ";490;;2;
1790;6/10/2008 00:00:00;200,27;"P";"CUOTA 3";490;;3;
1791;20/11/2008 00:00:00;200,27;"P";"CUOTA 4";490;;4;
1792;12/12/2008 00:00:00;200,27;"P";"CUOTA 5";490;;5;
1793;29/10/2008 00:00:00;213,42;"P";"CUOTA 4";491;;4;
1794;28/11/2008 00:00:00;213,42;"P";"CUOTA 5";491;;5;
1795;7/1/2009 00:00:00;148,70;"P";"CUOTA 3";717;;3;
1796;29/12/2008 00:00:00;40,10;"P";"CUOTA 1";834;;1;
1797;26/11/2008 00:00:00;69,33;"P";"CUOTA 2";708;;2;
1798;24/12/2008 00:00:00;69,33;"P";"CUOTA 3";708;;3;
1799;26/11/2008 00:00:00;38,50;"P";"CUOTA 2";704;;2;
1800;24/12/2008 00:00:00;38,50;"P";"CUOTA 3";704;;3;
1801;29/11/2008 00:00:00;67,50;"P";"CUOTA 5";601;;5;
3153;29/7/2009 00:00:00;253,47;"P";"CUOTA 5";1007;;5;
3154;29/7/2009 00:00:00;250,32;"P";"CUOTA 1";1146;;1;
1802;29/12/2008 00:00:00;67,50;"P";"CUOPTA 6";601;;6;
1803;14/10/2008 00:00:00;54,80;"P";"CUOTA 1";709;;1;
1804;17/11/2008 00:00:00;54,80;"P";"CUOTA 2";709;;2;
1805;22/12/2008 00:00:00;54,80;"P";"CUOTA 3";709;;3;
1806;7/1/2009 00:00:00;89,45;"P";"CUOTA 6";566;;6;
1807;8/1/2009 00:00:00;126,00;"P";"CUOTA 8";452;;8;
1808;8/1/2009 00:00:00;123,00;"P";"CUOTA 4";692;;4;
1809;8/1/2009 00:00:00;150,37;"P";"CUOTA 5";734;;5;
1812;30/12/2008 00:00:00;137,47;"P";"CUOTA 4";697;;4;
1813;28/11/2008 00:00:00;164,87;"P";"CUOTA 6";548;;6;
1814;30/12/2008 00:00:00;178,97;"P";"CUOTA 1";837;;1;
1815;28/11/2008 00:00:00;163,31;"P";"CUOTA 6";547;;6;
1816;5/12/2008 00:00:00;136,00;"P";"CUOTA 11";219;;11;
1817;30/12/2008 00:00:00;185,00;"P";"CUOTA 1";838;;1;
1818;9/12/2008 00:00:00;201,00;"P";"CUOTA 2";758;;2;
1819;9/12/2008 00:00:00;327,03;"P";"CUOTA 2";753;;2;
1820;22/12/2008 00:00:00;79,43;"P";"CUOTA 1";797;;1;
1821;22/12/2008 00:00:00;82,00;"P";"CUOTA 2";797;;2;
1822;14/10/2008 00:00:00;383,84;"P";"CUOTA 1";718;;1;
1823;20/11/2008 00:00:00;383,84;"P";"CUOTA 2";718;;2;
1824;22/12/2008 00:00:00;383,84;"P";"CUOTA 3";718;;3;
1825;20/11/2008 00:00:00;173,84;"P";"CUOTA 10";571;;10;
1826;22/12/2008 00:00:00;173,84;"P";"CUOTA 11";571;;11;
1827;22/12/2008 00:00:00;138,00;"P";"CUOTA 6";596;;6;
1828;20/10/2008 00:00:00;184,10;"P";"CUOTA 1";719;;1;
1829;20/11/2008 00:00:00;184,11;"P";"CUOTA 2";719;;2;
1830;12/12/2008 00:00:00;184,11;"P";"CUOTA 3";719;;3;
1831;14/10/2008 00:00:00;336,62;"P";"CUOTA 1";721;;1;
1832;19/11/2008 00:00:00;336,63;"P";"CUOTA 2";721;;2;
1833;12/12/2008 00:00:00;336,63;"P";"CUOTA 3";721;;3;
1834;5/12/2008 00:00:00;177,20;"P";"CUOTA 5";639;;5;
1835;9/1/2009 00:00:00;173,20;"P";"CUOTA 6";639;;6;
1836;20/11/2008 00:00:00;81,61;"P";"CUOTA 1";775;;1;
1837;12/12/2008 00:00:00;84,00;"P";"CUOTA 2";775;;2;
1838;20/11/2008 00:00:00;148,08;"P";"CUOTA 1";776;;1;
1839;12/12/2008 00:00:00;146,00;"P";"CUOTA 2";776;;2;
1840;10/12/2008 00:00:00;230,64;"P";"CUOTA 1";830;;1;
1841;12/12/2008 00:00:00;120,00;"P";"CUOTA 5";557;;5;
1842;12/12/2008 00:00:00;218,78;"P";"CUOTA 6";492;;6;
1843;12/12/2008 00:00:00;180,37;"P";"CUOTA 4";694;;4;
1844;12/12/2008 00:00:00;96,00;"P";"CUOTA 6";545;;6;
1846;12/12/2008 00:00:00;203,50;"P";"CUOTA 5";625;;5;
1847;12/12/2008 00:00:00;229,89;"P";"CUOTA 5";597;;5;
1848;19/11/2008 00:00:00;40,31;"P";"CUOTA 3";671;;3;
1849;13/12/2008 00:00:00;40,31;"P";"CUOTA 4";671;;4;
1850;12/12/2008 00:00:00;1699,68;"P";"CUOTA 6";828;;6;
1851;14/12/2007 00:00:00;1348,71;"P";"CUOTA 6";453;;6;
1852;12/12/2008 00:00:00;202,82;"P";"CUOTA 3";695;;3;
1853;12/11/2008 00:00:00;355,00;"P";"CUOTA 8";205;;8;
1854;6/1/2009 00:00:00;355,00;"P";"CUOTA 9";205;;9;
1855;12/11/2008 00:00:00;313,00;"P";"CUOTA 8";203;;8;
1856;6/1/2009 00:00:00;313,00;"P";"CUOTA 9";203;;9;
1857;14/11/2008 00:00:00;233,85;"P";"CUOTA 4";624;;4;
1858;15/12/2008 00:00:00;233,85;"P";"CUOTA 5";624;;5;
1859;18/11/2008 00:00:00;149,55;"P";"CUOTA 1";777;;1;
5147;12/4/2010 00:00:00;207,00;"P";"cuota 2";1606;;2;
1860;16/12/2008 00:00:00;149,57;"P";"CUOTA 2";777;;2;
1861;12/11/2008 00:00:00;170,00;"P";"CUOTA 4";559;;4;
1862;18/12/2008 00:00:00;170,00;"P";"CUOTA 5";559;;5;
1863;11/9/2008 00:00:00;332,92;"P";"CUOTA 1";651;;1;
1864;20/10/2008 00:00:00;332,00;"P";"CUOTA 2";651;;2;
1865;17/11/2008 00:00:00;332,00;"P";"CUOTA 3";651;;3;
1866;19/12/2008 00:00:00;332,00;"P";"CUOTA 4";651;;4;
1867;10/10/2008 00:00:00;223,00;"P";"CUOTA 1";724;;1;
1868;7/11/2008 00:00:00;216,73;"P";"CUOTA 2";724;;2;
1869;13/12/2008 00:00:00;216,73;"P";"CUOTA 3";724;;3;
1870;13/12/2008 00:00:00;191,71;"P";"CUOTA 4";627;;4;
1871;12/9/2008 00:00:00;154,00;"P";"CUOTA 7";165;;7;
1872;10/10/2008 00:00:00;154,00;"P";"CUOTA 8 ";165;;8;
1873;11/11/2008 00:00:00;154,00;"P";"CUOTA 9";165;;9;
1874;11/12/2008 00:00:00;154,00;"P";"CUOTA 10";165;;10;
1875;19/11/2008 00:00:00;216,35;"P";"CUOTA 1";686;;1;
1876;11/12/2008 00:00:00;216,35;"P";"CUOTA 2";686;;2;
1877;22/12/2008 00:00:00;161,00;"P";"CUOTA 10";233;;10;
1878;23/9/2008 00:00:00;144,17;"P";"CUOTA 2";600;;2;
1879;22/10/2008 00:00:00;144,17;"P";"CUOTA 3";600;;3;
1880;21/11/2008 00:00:00;144,17;"P";"CUOTA 4";600;;4;
1881;22/12/2008 00:00:00;144,17;"P";"CUOTA 5";600;;5;
1882;17/12/2008 00:00:00;207,89;"P";"CUOTA 1";836;;1;
1883;22/12/2008 00:00:00;194,89;"P";"CUOTA 1";831;;1;
1884;5/9/2008 00:00:00;298,26;"P";"CUOTA 6";124;;6;
1885;4/10/2008 00:00:00;331,45;"P";"CUOTA 1";691;;1;
1886;10/11/2008 00:00:00;331,45;"P";"CUOTA 2";691;;2;
1887;5/12/2008 00:00:00;331,45;"P";"CUOTA 3";691;;3;
1888;2/12/2008 00:00:00;160,75;"P";"CUOTA 1";755;;1;
1889;23/12/2008 00:00:00;109,55;"P";"CUOTA 5";576;;5;
1890;23/12/2008 00:00:00;109,55;"P";"CUOTA 6";576;;6;
1891;23/12/2008 00:00:00;116,73;"P";"CUOTA 1";787;;1;
1892;28/8/2008 00:00:00;110,38;"P";"CUOTA 9";207;;9;
1893;29/10/2008 00:00:00;110,38;"P";"CUOTA 10";207;;10;
1894;21/11/2008 00:00:00;96,67;"P";"CUOTA 4";628;;4;
1895;23/12/2008 00:00:00;96,67;"P";"CUOTA 5";628;;5;
1896;20/10/2008 00:00:00;194,33;"P";"CUOTA 1";739;;1;
1897;28/11/2008 00:00:00;195,00;"P";"CUOTA 3";681;;3;
1898;29/12/2008 00:00:00;195,00;"P";"CUOTA 4";681;;4;
1899;29/10/2008 00:00:00;302,54;"P";"CUOTA 2";722;;2;
1900;29/12/2008 00:00:00;302,54;"P";"CUOTA 3";722;;3;
1901;29/10/2008 00:00:00;199,52;"P";"CUOTA 2";685;;2;
1902;28/11/2008 00:00:00;199,52;"P";"CUOTA 3";685;;3;
1903;29/12/2008 00:00:00;199,52;"P";"CUOTA 4";685;;4;
1904;29/12/2008 00:00:00;213,42;"P";"CUOTA 6";491;;6;
1905;9/12/2008 00:00:00;156,00;"P";"CUOTA 6";517;;6;
1906;5/11/2008 00:00:00;254,00;"P";"cuota 1";754;;1;
1907;9/12/2008 00:00:00;252,33;"P";"cuota 2";754;;2;
1908;6/1/2009 00:00:00;252,33;"P";"CUOTA 3";754;;3;
1909;9/12/2008 00:00:00;73,63;"P";"CUOTA 4";589;;4;
1910;6/12/2008 00:00:00;73,63;"P";"CUOTA 5";589;;5;
1911;2/12/2008 00:00:00;243,31;"P";"CUOTA 1";781;;1;
1912;6/1/2009 00:00:00;243,49;"P";"CUOTA 2";781;;2;
1913;6/1/2009 00:00:00;18,63;"P";"CUOTA 1";832;;1;
1914;6/1/2009 00:00:00;18,63;"P";"CUOTA 2";832;;2;
1915;28/8/2008 00:00:00;199,16;"P";"CUOTA 1";621;;1;
1916;30/9/2008 00:00:00;201,00;"P";"CUOTA 2";621;;2;
1917;29/10/2008 00:00:00;201,00;"P";"CUOTA 3";621;;3;
1918;28/11/2008 00:00:00;201,00;"P";"CUOTA 4";621;;4;
1919;29/12/2008 00:00:00;201,00;"P";"CUOTA 5";621;;5;
1934;10/12/2008 00:00:00;272,00;"P";"CUOTA 1";839;;1;
1935;5/1/2009 00:00:00;100,00;"P";"CUOTA 3";757;;3;
1936;12/1/2009 00:00:00;97,00;"P";"CUOTA 3";757;;3;
1937;12/1/2009 00:00:00;139,70;"P";"CUOTA 4";684;;4;
1938;12/1/2009 00:00:00;202,00;"P";"CUOTA 5";706;;5;
1939;9/1/2009 00:00:00;88,00;"P";"CUOTA 5";688;;5;
1940;12/12/2008 00:00:00;197,00;"P";"CUOTA 1";841;;1;
1941;1/12/2008 00:00:00;89,45;"P";"CUOTA  4";687;;4;
1942;9/1/2009 00:00:00;89,45;"P";"CUOTA 5";687;;5;
1943;15/1/2009 00:00:00;9034,37;"C";"LIQ. 78552";;2;;
1944;11/12/2008 00:00:00;623,00;"C";"LIQ. 74117";;10;;
1945;12/1/2009 00:00:00;235,00;"C";"LIQ. 80408";;6;;
1946;31/10/2008 00:00:00;91,39;"P";"CUOTA 10";196;;10;
1947;24/9/2008 00:00:00;175,00;"P";"CUOTA 9";312;;9;
1948;24/10/2008 00:00:00;175,00;"P";"CUOTA 10";312;;10;
1949;10/12/2008 00:00:00;175,00;"P";"CUOTA 11";312;;11;
1950;24/12/2008 00:00:00;305,70;"P";"CUOTA 6";493;;6;
1951;5/12/2008 00:00:00;89,50;"P";"CUOTA 6";496;;6;
1952;7/7/2008 00:00:00;34,50;"P";"CUOTA 4";350;;4;
1953;10/12/2008 00:00:00;272,00;"P";"CUOTA 1";881;;1;
1954;10/1/2009 00:00:00;272,60;"P";"CUOTA 2";881;;2;
1955;12/1/2009 00:00:00;159,33;"P";"CUOTA 1";879;;1;
1956;12/1/2009 00:00:00;159,33;"P";"CUOTA 2";879;;2;
1957;29/12/2008 00:00:00;61,60;"P";"CUOTA 1";827;;1;
1958;10/1/2009 00:00:00;61,60;"P";"CUOTA 2";827;;2;
1959;10/1/2009 00:00:00;201,00;"P";"CUOTA 3";758;;3;
1960;5/11/2008 00:00:00;82,00;"P";"CUOTA 8";269;;8;
1961;9/12/2008 00:00:00;82,00;"P";"CUOTA 9";269;;9;
1962;6/1/2009 00:00:00;82,00;"P";"CUOTA 10";269;;10;
1963;7/1/2009 00:00:00;170,00;"P";"CUOTA 6";559;;6;
1964;19/11/2008 00:00:00;201,53;"P";"CUOTA 1";752;;1;
1965;19/12/2008 00:00:00;201,53;"P";"CUOTA 2";752;;2;
1966;16/1/2009 00:00:00;201,53;"P";"CUOTA 3";752;;3;
1967;19/11/2008 00:00:00;90,00;"P";"CUOTA 2";698;;2;
1968;19/12/2008 00:00:00;90,00;"P";"CUOTA 3";698;;3;
1969;16/1/2009 00:00:00;90,00;"P";"CUOTA 4";698;;4;
1970;19/11/2008 00:00:00;227,87;"P";"CUOTA 6";1023;;6;
1971;19/12/2008 00:00:00;227,87;"P";"CUOTA 7";1023;;7;
1972;16/1/2009 00:00:00;227,87;"P";"CUOTA 8";1023;;8;
1973;20/12/2008 00:00:00;93,69;"P";"CUOTA 7";800;;7;
1974;16/1/2009 00:00:00;93,69;"P";"CUOTA 8";800;;8;
1975;19/1/2009 00:00:00;200,27;"P";"CUOTA 6";490;;6;
