id;fecha;importe;TIPO_PAGO;CONCEPTO;id_poliza;id_compania;NRO_RECIBO;fechaVencimiento
215;24/01/2008;648;C;LIQUIDACION Nº 67420;;6;
216;08/02/2008;709;C;LIQUIDACION Nº 68035;;6;
217;25/02/2008;1292;C;LIQUIDACION Nº 68613;;6;
222;25/04/2008;1183;C;LIQUIDACION Nº 70816;;6;
225;30/04/2008;147,45;P;CUOTA 3;40;;0
226;25/01/2008;87,17;P;CUOTA 5;173;;5
227;28/02/2008;87,17;P;CUOTA 6;173;;6
228;28/04/2008;88,02;P;CUOTA 8;45;;8
230;02/05/2008;217;P;CUOTA 2;8;;2
231;09/04/2008;48,74;P;CUOTA 1;141;;1
232;09/04/2008;21,91;P;CUOTA 1;144;;1
233;09/03/2008;154;P;CUOTA 1;165;;1
234;09/04/2008;154;P;CUOTA 2;165;;2
235;13/01/2008;149;P;CUOTA 11;274;;11
236;13/02/2008;149;P;CUOTA 12;274;;12
237;27/02/2008;37,59;P;CUOTA 1;158;;1
238;28/01/2008;206,7;P;CUOTA 1;157;;1
239;12/02/2008;206,69;P;CUOTA 2;157;;2
240;27/02/2008;206,69;P;CUOTA 3;157;;3
241;08/04/2008;206,69;P;CUOTA 4;157;;4
242;27/02/2008;170,92999;P;CUOTA 1;119;;1
243;08/04/2008;170,92;P;CUOTA 2;119;;2
244;08/01/2008;129,11;P;CUOTA 1;237;;1
245;20/02/2008;124;P;CUOTA 2;237;;2
246;29/01/2008;195,7;P;CUOTA 1;275;;1
247;28/02/2008;195,67999;P;CUOTA 2;275;;2
248;28/03/2008;195,67999;P;CUOTA 3;275;;3
249;29/04/2008;195,67999;P;CUOTA 4;275;;4
250;29/01/2008;164,03999;P;CUOTA 5;276;;5
251;28/02/2008;164,03999;P;CUOTA 6;276;;6
252;28/03/2008;175,75;P;CUOTA  1;206;;1
253;29/04/2008;175,77;P;CUOTA 2;206;;2
254;29/01/2008;81,63;P;CUOTA 2;258;;2
255;28/02/2008;81,63;P;CUOTA 3;258;;3
256;28/03/2008;81,63;P;CUOTA 4;258;;4
257;29/04/2008;81,63;P;CUOTA 5;258;;5
258;29/01/2008;201,96001;P;CUOTA 2;257;;2
259;28/02/2008;201,96001;P;CUOTA 3;257;;3
260;28/03/2008;201,96001;P;CUOTA 4;257;;4
261;29/04/2008;201,96001;P;CUOTA 5;257;;5
262;28/03/2008;187,36;P;CUOTA 1;148;;1
263;29/04/2008;187,36;P;CUOTA 2;148;;2
264;29/01/2008;153,19;P;CUOTA 5;110;;5
265;28/02/2008;153,19;P;CUOTA 6;110;;6
266;29/01/2008;187;P;CUOTA 6;261;;6
1128;26/03/2008;515;C;LIQ. 69590;;6;
1129;09/05/2008;903;C;LIQ. 71230;;6;
1137;15/02/2008;6974,22021;C;LIQ. 59191;;2;
1138;21/02/2008;402,67999;C;LIQ. 59569;;2;
267;28/02/2008;187;P;CUOTA 7;261;;7
268;28/03/2008;187;P;CUOTA 8;261;;8
269;29/04/2008;187;P;CUOTA 9;261;;9
270;29/01/2008;93,78;P;CUOTA 1;255;;1
271;28/02/2008;93,78;P;CUOTA 2;255;;2
272;28/03/2008;93,78;P;CUOTA 3;255;;3
273;29/04/2008;93,78;P;CUOTA 4;255;;4
274;29/01/2008;156;P;CUOTA 2;278;;2
275;28/02/2008;156;P;CUOTA 3;278;;3
276;28/03/2008;156;P;CUOTA 4;278;;4
277;29/04/2008;156;P;CUOTA 5;278;;5
278;29/01/2008;61,91;P;CUOTA 3;279;;3
279;28/02/2008;61,91;P;CUOTA 4;279;;4
280;28/03/2008;49,41;P;CUOTA 5;279;;5
281;29/04/2008;49,41;P;CUOTA 6;279;;6
282;19/01/2008;116,49;P;CUOTA 1;139;;1
283;23/02/2008;232,96001;P;CUOTA 2 Y 3;139;;3
